title,file,guest,challenge,link
#144: Nick Velasquez – The Differences of Cultures,_144__Nick_Velasquez___The_Differences_of_Cultures.txt,The guest featured in this particular episode is Nick Velasquez.,"In this episode, the challenge is to push yourself out of your comfort zone and work towards your goals without making excuses. It's about recognizing your capabilities and taking responsibility for your actions. Additionally, the challenge involves bridging the gap between your existing skills and new environments, such as being social with strangers or trying new activities. The idea is to grow and improve by facing obstacles and overcoming them, much like in a video game.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/144-Nick-Velasquez--The-Differences-of-Cultures-e1io233
#036: Khe Hy – Wall Street To Creator,_036__Khe_Hy___Wall_Street_To_Creator.txt,The guest featured in this particular episode is not explicitly mentioned in the provided context.,"There isn't a specific challenge mentioned in the provided context from this episode. However, one question that could be considered a challenge is when the speaker asks, ""If all of your expenses were paid for the next 20 years, how would you spend the next, how would, like what would you do all day?"" This question encourages listeners to reflect on their true passions and interests, without the influence of financial needs.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/036-Khe-Hy--Wall-Street-To-Creator-e1io1vb
#331: Jordan Welch – How Money Changes You,_331__Jordan_Welch___How_Money_Changes_You.txt,The guest featured in this particular episode is Jordan Welch.,"As an AI language model, I don't have the ability to watch or listen to episodes. However, based on the context provided, it seems that the challenge discussed in the episode is to create content that is engaging, informative, and accessible to a wide range of audiences, turning complex business concepts into something that both a 13-year-old and an 80-year-old can understand and enjoy.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/331-Jordan-Welch--How-Money-Changes-You-e20oibh
#187: Why I'm Doing 75 Hard Every Day In 2022 [mini],_187__Why_I_m_Doing_75_Hard_Every_Day_In_2022__mini_.txt,"Tej Dosa is the guest featured in the episode where the ""75 Hard"" challenge is discussed. It is episode 46.","The challenge from this episode is a program called ""75 Hard."" It involves doing the following every day:

1. Two workouts, one of which has to be outside. Both workouts must be 45 minutes long and separated by at least three hours.
2. Read 10 pages of a non-fiction or self-help book.
3. Drink one gallon of water.
4. Follow a diet with no cheat meals, snacks, or alcohol.
5. Take a progress picture of yourself daily.

The goal is to complete these tasks every day for 75 days straight, which can lead to personal transformation and improved discipline.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/187-Why-Im-Doing-75-Hard-Every-Day-In-2022-mini-e1io1t0
#184: Tom Boyd – The Power of Creation,_184__Tom_Boyd___The_Power_of_Creation.txt,The guest featured in this particular episode is Tom Boyd.,"I apologize, but I cannot provide a specific challenge from this episode as the context provided does not mention a particular challenge.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/184-Tom-Boyd--The-Power-of-Creation-e1io21q
"#244: Zach Pogrob – Obsession, The Voice, and Creators",_244__Zach_Pogrob___Obsession__The_Voice__and_Creators.txt,The guest in this particular episode is not explicitly mentioned in the provided context.,"The challenge from this episode is to find the balance between pursuing your passion and making a living, while also not letting the voice of ambition and potential fade away. It's about breaking free from the script you're currently playing in life and pushing yourself to achieve bigger things, such as building a successful podcast or expanding your business.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/244-Zach-Pogrob--Obsession--The-Voice--and-Creators-e1m8kar
#084: Matthew Dicks – Lessons From A Storytelling Champion,_084__Matthew_Dicks___Lessons_From_A_Storytelling_Champion.txt,The guest featured in this particular episode is Matthew Dix.,"There isn't a specific challenge mentioned in the provided context from this episode. The conversation revolves around storytelling, relatability, and the experiences of the speakers.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/084-Matthew-Dicks--Lessons-From-A-Storytelling-Champion-e1io1vv
#153: Peter Jennings – The Long Term View (& NFTs),_153__Peter_Jennings___The_Long_Term_View____NFTs_.txt,The guest featured in this particular episode is Peter Jennings.,"There isn't a specific challenge mentioned in the provided context from this episode. However, the conversation does touch upon the importance of setting goals and focusing on eating, sleeping, and exercising well. So, a potential challenge could be to set a personal goal related to improving one or more of these aspects (eating, sleeping, or exercising) and working towards achieving it.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/153-Peter-Jennings--The-Long-Term-View--NFTs-e1io21v
"#221: Stone Fredrickson – The 18-Year-Old Wiz Kid (Content, Crypto, & Compounding)",_221__Stone_Fredrickson___The_18-Year-Old_Wiz_Kid__Content__Crypto____Compounding_.txt,The guest featured in this particular episode is Stone Fredrickson.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided does not mention any challenge.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/221-Stone-Fredrickson--The-18-Year-Old-Wiz-Kid-Content--Crypto---Compounding-e1io1te
"#226: Pat Walls – Why You Should Take A ""Think Week""",_226__Pat_Walls___Why_You_Should_Take_A__Think_Week_.txt,The guest in this particular episode is Pat Walls.,"I'm sorry, but I cannot provide a specific challenge from this episode as it seems to be a conversation discussing various topics related to entrepreneurship, mindset, and personal growth. If you have a specific question about the content, feel free to ask and I'll do my best to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/226-Pat-Walls--Why-You-Should-Take-A-Think-Week-e1io1t6
#284: Thomas Frank – The Truth About Having 2.76 Million Subscribers,_284__Thomas_Frank___The_Truth_About_Having_2.76_Million_Subscribers.txt,The guest featured in this particular episode is Thomas Frank.,"I cannot provide the specific challenge from this episode, as the context provided does not mention a particular challenge. However, the context does mention the importance of pursuing the greatest version of one's life and being open to exploring and learning new things.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/284-Thomas-Frank--The-Truth-About-Having-2-76-Million-Subscribers-e1rooso
#080: Jimmy Grant – Life As An International DJ,_080__Jimmy_Grant___Life_As_An_International_DJ.txt,"The guest featured in this particular episode is Jimmy Grant, also known as Rosedrive.","The challenge from this episode is not explicitly mentioned. However, based on the context, a possible challenge could be to face your weaknesses head-on and work on turning them into strengths, just like the speaker did by starting a podcast to overcome their nervousness and shyness in recorded conversations. Additionally, another challenge could be to engage in deeper conversations with family members or people from different generations to gain new perspectives and strengthen connections.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/080-Jimmy-Grant--Life-As-An-International-DJ-e1io22r
#185: Illuminati Iron – How To Bounce Back,_185__Illuminati_Iron___How_To_Bounce_Back.txt,The guest from the specific episode being discussed is Illuminati Iron.,"I'm sorry, but I cannot provide the specific challenge from this episode as there is not enough information about which episode or context you are referring to. Please provide more details about the episode or the challenge you are looking for.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/185-Illuminati-Iron--How-To-Bounce-Back-e1io242
#160: Andrew Warner – The Myth of Heroes and Goats,_160__Andrew_Warner___The_Myth_of_Heroes_and_Goats.txt,The guest featured in this particular episode is Andrew Warner.,"The challenge from this episode is to improve the structure and relatability of interviews. The speaker suggests starting with a relatable story about the guest to get the audience invested in them, and then introducing a turning point or challenge that sets the stage for an engaging conversation. This approach helps the audience connect with the guest and makes the interview more interesting and meaningful.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/160-Andrew-Warner--The-Myth-of-Heroes-and-Goats-e1io1uv
#329: Annie Duke – Why You Should Consider Quitting,_329__Annie_Duke___Why_You_Should_Consider_Quitting.txt,The guest featured in this particular episode is Annie Duke.,"The challenge from this episode is: the next time someone says to you they're thinking about quitting or you're thinking about quitting, say, ""Wow, that's amazing, super heroic. Love that."" The challenge is to start thinking about quitting as an act of heroism, rather than just focusing on grit as the heroic act.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/329-Annie-Duke--Why-You-Should-Consider-Quitting-e20f4ae
#042: Hellah Sidibe – Running Every Day,_042__Hellah_Sidibe___Running_Every_Day.txt,The guest featured in this episode is Hella Sidibe.,The challenge mentioned in this episode is running every day for a year.,https://podcasters.spotify.com/pod/show/dannymiranda/episodes/042-Hellah-Sidibe--Running-Every-Day-e1io1uf
"#012: Nate Schmidt – Online Business, Spirituality, & Personal Growth",_012__Nate_Schmidt___Online_Business__Spirituality____Personal_Growth.txt,The guest featured in this particular episode is Nate Schmidt.,"The challenge from this episode is to practice self-love and self-awareness by dedicating 15 minutes a day for three months to focus on yourself and your personal growth. During this time, make sure you don't go to sleep without completing your 15 minutes. Additionally, reach out to someone you look up to, who is in alignment with your goals, and ask for their guidance on your journey.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/012-Nate-Schmidt--Online-Business--Spirituality---Personal-Growth-e1io24e
#321: Chris Van Vliet – Uncovering Greatness Through Conversations,_321__Chris_Van_Vliet___Uncovering_Greatness_Through_Conversations.txt,The guest featured in this particular episode is Chris Van Vliet.,"The challenge from this episode is to do something today that you love, something you're passionate about, and something that maybe you haven't done in six months, six years, or even 16 years. The idea is to reconnect with your passions and take a step towards personal growth and fulfillment.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/321-Chris-Van-Vliet--Uncovering-Greatness-Through-Conversations-e1veqk2
"#268: Jack Raines – Meeting His Heroes, Losing $150,000 (In A Day), & Internet Dopamine",_268__Jack_Raines___Meeting_His_Heroes__Losing__150_000__In_A_Day_____Internet_Dopamine.txt,The guest featured in this particular episode is Jack.,"I'm sorry, but I cannot provide a specific challenge from this episode as I don't have the information about which episode you are referring to. However, based on the context provided, a possible challenge could be to break out of your routine, try new experiences, and use those experiences as inspiration for your creative work, whether it's writing, podcasting, or any other form of content creation.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/268-Jack-Raines--Meeting-His-Heroes--Losing-150-000-In-A-Day---Internet-Dopamine-e1prgjo
#137: 75 Hard Tips & Tricks [mini episode],_137__75_Hard_Tips___Tricks__mini_episode_.txt,"There is no mention of a specific guest featured in the episode where the ""75 Hard"" challenge is discussed. The context provided indicates that it is a mini-episode where the host, Danny Miranda, talks directly to the audience about the challenge and his experiences with it.","The challenge from this episode is called ""75 Hard."" It requires participants to do five things every day for 75 days straight:

1. Take a progress picture.
2. Work out twice a day, with one workout being outside.
3. Read 10 pages of a nonfiction or self-help book.
4. Drink one gallon of water.
5. Follow a nutrition plan without alcohol or cheat meals.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/137-75-Hard-Tips--Tricks-mini-episode-e1io1ta
#090: Joe De Sena – The Spartan Life,_090__Joe_De_Sena___The_Spartan_Life.txt,The guest featured in this particular episode is Joe De Sena.,"The challenge mentioned in this episode is for the graduate school at Cornell, where participants have to come up with a business plan, present it to the judges, and the winner receives a $5,000 award.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/090-Joe-De-Sena--The-Spartan-Life-e1io22a
"#247: Casey Adams – Interviewing Larry King, Grant Cardone, & Rick Ross",_247__Casey_Adams___Interviewing_Larry_King__Grant_Cardone____Rick_Ross.txt,The guest featured in this particular episode is Casey Adams.,"There isn't a specific challenge mentioned in this episode. However, the speaker discusses personal growth, embracing change, and reflecting on experiences. A possible challenge could be to reflect on your own journey, embrace changes in your life, and trust your gut when making decisions. Additionally, consider journaling as a way to process your thoughts and emotions during challenging times.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/247-Casey-Adams--Interviewing-Larry-King--Grant-Cardone---Rick-Ross-e1mfhut
"#019: Jose Rosado – Learning English, Mindset, & Haters",_019__Jose_Rosado___Learning_English__Mindset____Haters.txt,The guest featured in this particular episode is Jose Rosado.,"The challenge from this episode is to identify the things that only you can do, the tasks or skills that no one else can do for you. Once you've identified those things, start working on them right now, even if you don't feel comfortable doing them or if you don't feel like you're the top expert in that area. The key is to put away your fears and take action to achieve success.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/019-Jose-Rosado--Learning-English--Mindset---Haters-e1io24u
"#229: Carter Good – Losing 145 Pounds, Therapy, & Internal Peace",_229__Carter_Good___Losing_145_Pounds__Therapy____Internal_Peace.txt,The guest featured in this particular episode is Carter.,"I'm sorry, but I cannot provide a specific challenge from this episode as I am an AI language model and do not have the ability to listen to or watch episodes. However, based on the context provided, it seems that the challenge could be related to personal growth, overcoming fears, and staying motivated in both fitness and life. If you could provide more information or a specific question, I would be happy to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/229-Carter-Good--Losing-145-Pounds--Therapy---Internal-Peace-e1io1tp
#306: George Heaton – On A Mission,_306__George_Heaton___On_A_Mission.txt,The guest featured in this particular episode is George Heaton.,"The challenge from this episode is to face your fears and push yourself out of your comfort zone. This can be done by setting goals that scare you, such as public speaking or participating in activities that make you uncomfortable. By doing this, you will grow personally and professionally, and eventually, you may even start to enjoy these activities. Remember, it's all about repetitions and practice to improve and overcome your fears.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/306-George-Heaton--On-A-Mission-e1tsdpl
#032: Humphrey Yang – Habits & Social Media,_032__Humphrey_Yang___Habits___Social_Media.txt,"The guest featured in this particular episode is Humphrey Yang, a personal finance expert with more than one million followers on TikTok.","There isn't a specific challenge mentioned in the provided context from this episode. However, the conversation emphasizes the importance of self-awareness, staying positive, focusing on the process over results, and avoiding the comparison mindset. You could consider these points as challenges or areas to work on in your own life.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/032-Humphrey-Yang--Habits--Social-Media-e1io1vi
#120: Ryan Dreyer – The Ultramarathon Man,_120__Ryan_Dreyer___The_Ultramarathon_Man.txt,The guest featured in this particular episode is Ryan Dreyer.,"In this episode, there isn't a specific challenge mentioned. However, the overall theme revolves around overcoming obstacles, pushing through physical and mental barriers, and staying committed to personal goals. The challenge could be interpreted as facing one's own limitations and finding ways to turn them into advantages, as well as supporting and believing in others as they face their own challenges.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/120-Ryan-Dreyer--The-Ultramarathon-Man-e1io22u
#342: Neema Naz – David Goggins & Alex Hormozi's New Favorite Comedian,_342__Neema_Naz___David_Goggins___Alex_Hormozi_s_New_Favorite_Comedian.txt,The guest featured in this particular episode is Nima Naz.,The challenge from this episode is to be real with yourself and do something every morning that's hard for you to do. Start with the basics and gradually increase the time spent on that activity to build a habit. This will help you build a strong foundation for personal growth and success in your chosen field.,https://podcasters.spotify.com/pod/show/dannymiranda/episodes/342-Neema-Naz--David-Goggins--Alex-Hormozis-New-Favorite-Comedian-e22blk7
#243: Sam Parr – From Jail To $20+ Million By 32,_243__Sam_Parr___From_Jail_To__20__Million_By_32.txt,"The guest featured in this particular episode is Sam, who is being interviewed on the podcast.","I'm sorry, but I cannot provide a specific challenge from this episode as the context provided is a collection of various conversations and topics. Please provide more information or clarify the context to help me understand the challenge you are referring to.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/243-Sam-Parr--From-Jail-To-20-Million-By-32-e1m11r4
#079: Andrew Barry – Transforming Online Education,_079__Andrew_Barry___Transforming_Online_Education.txt,The guest featured in this particular episode is Andrew Barry.,"There isn't a specific challenge mentioned in this episode. However, the conversation revolves around self-reflection, finding one's purpose, and filtering information to align with personal interests and goals. A possible challenge could be to engage in self-reflection exercises, identify your core values, and set up filters to focus on information that aligns with your interests and goals.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/079-Andrew-Barry--Transforming-Online-Education-e1io20u
#142: Dr. Brian Keating – How Religion Helps An Astrophysicist Make Sense Of The Universe,_142__Dr._Brian_Keating___How_Religion_Helps_An_Astrophysicist_Make_Sense_Of_The_Universe.txt,The guest featured in this particular episode is Dr. Brian Keating.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided is a collection of various statements and conversations. If you could provide more information about the episode or a specific topic discussed, I might be able to help you better.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/142-Dr--Brian-Keating--How-Religion-Helps-An-Astrophysicist-Make-Sense-Of-The-Universe-e1io1vt
#323: Nathan Baugh – The Secrets Of Creativity,_323__Nathan_Baugh___The_Secrets_Of_Creativity.txt,"The guest featured in the episode where the challenge is to read fiction, specifically Dune by Frank Herbert and Ender's Game by Orson Scott Card, is Nathan Baugh.","The challenge from this episode is to go read some fiction. The speaker recommends reading Dune by Frank Herbert and Ender's Game by Orson Scott Card to learn from their world-building and storytelling techniques. The goal is to open your mind to learning more from fiction, rather than just focusing on business books or psychology.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/323-Nathan-Baugh--The-Secrets-Of-Creativity-e1vm92h
#070: David Perell – The Art of Storytelling,_070__David_Perell___The_Art_of_Storytelling.txt,The guest featured in this particular episode is David Perrell.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided does not mention a particular challenge or task. Please provide more information or context about the challenge you are referring to, and I'll be happy to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/070-David-Perell--The-Art-of-Storytelling-e1io205
#180: NFT NYC Recap [mini],_180__NFT_NYC_Recap__mini_.txt,There is no specific guest mentioned in this context.,"There isn't a specific challenge mentioned in this episode. The speaker is mainly discussing their experience at NFT NYC, sharing their thoughts, feelings, and the events they attended. The focus is on the excitement and potential of the NFT space, the people they met, and the future of the technology.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/180-NFT-NYC-Recap-mini-e1io1sv
#211: Dave Gerhardt – Building A Thriving Paid Community,_211__Dave_Gerhardt___Building_A_Thriving_Paid_Community.txt,The guest featured in this particular episode is Dave.,"There isn't a specific challenge mentioned in this episode. However, the context suggests that the challenge could be finding the right balance between day-to-day tasks and deep work, as well as creating a personal brand and building connections through podcasting and other content creation.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/211-Dave-Gerhardt--Building-A-Thriving-Paid-Community-e1io1u5
#328: Jacob Turner – From Pro Baseball To Finance,_328__Jacob_Turner___From_Pro_Baseball_To_Finance.txt,The guest featured in this particular episode is Jacob Turner.,"The challenge from this episode is to truly let people know that there are great people in the world who just want to help you. This involves being open to connections, support, and opportunities from others, as well as being comfortable with yourself and who you are as a person.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/328-Jacob-Turner--From-Pro-Baseball-To-Finance-e20aekd
#335: Nicole Behnam – How To Get World-Class Mentors,_335__Nicole_Behnam___How_To_Get_World-Class_Mentors.txt,The guest featured in this particular episode is Nicole Benham.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided is a collection of different conversations and topics. If you could provide more information about a specific challenge mentioned in the episode, I would be happy to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/335-Nicole-Behnam--How-To-Get-World-Class-Mentors-e21ar6k
#098: Shaan Puri – Turning Ideas Into Millions,_098__Shaan_Puri___Turning_Ideas_Into_Millions.txt,The guest in this particular episode is Sean Puri.,"I'm sorry, but there isn't enough information provided to determine a specific challenge from this episode. The context provided discusses various topics such as playing Survivor, growing an audience on Twitter, and podcasting, but it doesn't mention a specific challenge related to the episode.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/098-Shaan-Puri--Turning-Ideas-Into-Millions-e1io207
#228: Noah Kagan – The $100M CEO On The Path To A Meaningful Life,_228__Noah_Kagan___The__100M_CEO_On_The_Path_To_A_Meaningful_Life.txt,The guest featured in this particular episode is not explicitly mentioned in the provided context.,"There isn't a specific challenge mentioned in the provided context from this episode. However, based on the conversation, a potential challenge could be to reflect on your own life and identify areas where you can take more responsibility and make improvements, whether it's in your personal relationships, work, or personal growth. Additionally, consider setting a goal or vision for yourself and work towards achieving it.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/228-Noah-Kagan--The-100M-CEO-On-The-Path-To-A-Meaningful-Life-e1io1to
"#007: Oliver Cantin – Copywriting, Marketing, Twitter Growth",_007__Oliver_Cantin___Copywriting__Marketing__Twitter_Growth.txt,The guest featured in this particular episode is Oliver.,"The challenge from this episode is to overcome your fears and self-doubt, and take action towards achieving your goals, whether it's physical fitness, financial freedom, or any other personal aspiration. Embrace the idea that you can achieve these goals within a set timeframe, like 10 years, and surround yourself with like-minded people who share similar objectives. Don't be afraid to shine your light and inspire others by sharing your journey and accomplishments.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/007-Oliver-Cantin--Copywriting--Marketing--Twitter-Growth-e1io21b
"#286: AnnemarieChase – Thoughts On Sneako, Creating, and NYC vs. Alaska",_286__AnnemarieChase___Thoughts_On_Sneako__Creating__and_NYC_vs._Alaska.txt,The guest featured in this particular episode is Anne-Marie Chase.,"The challenge from this episode is to create in some way, whether it's journaling, writing, capturing your thoughts, or creating content on a platform you consume. The goal is to experience the behind-the-scenes process and push yourself to share something, even if it makes you cringe or feel uncomfortable, as there's growth in that.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/286-AnnemarieChase--Thoughts-On-Sneako--Creating--and-NYC-vs--Alaska-e1rtedk
#310: Insights From January 2023,_202__Michael_McGill___The_Art_of_Consistency.txt,The guest from the specific episode being discussed is Mike McGill.,"I'm sorry, but I cannot provide a specific challenge from this episode as I don't have the information about which episode you are referring to. If you could provide more context or details about the episode, I might be able to help you better.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/310-Insights-From-January-2023-e1u8i09
#146: Hunter Orrell – How To Convince A Bus of Strangers To Get Into NFTs,_146__Hunter_Orrell___How_To_Convince_A_Bus_of_Strangers_To_Get_Into_NFTs.txt,The guest in this particular episode is Hunter Orrell.,"Based on the context provided, there isn't a specific challenge mentioned in this episode. The conversation revolves around the importance of obsession, grit, and having a strong work ethic when pursuing a goal or project, particularly in the NFT space. The speaker emphasizes the need for creators to be genuine, share their thought process, and put in the effort to succeed.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/146-Hunter-Orrell--How-To-Convince-A-Bus-of-Strangers-To-Get-Into-NFTs-e1io1vf
#163: Jesse Pujji – 2016 Jesse vs. 2021 Jesse,_021__Dickie_Bush___Princeton_Football__Personal_Growth.txt,"I'm sorry, but the provided context does not mention the specific guest who discussed the ""75 Hard"" challenge in the episode.","The challenge mentioned in this episode is called ""75 Hard."" It is a program that involves doing two workouts a day (one outside), following a clean diet, taking a progress picture, and reading 10 pages daily for 75 consecutive days. The goal of this challenge is to change one's fundamental identity and develop consistent habits that lead to personal growth and success.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/163-Jesse-Pujji--2016-Jesse-vs--2021-Jesse-e1io20j
"#316: Joshua Fields Millburn – The Minimalist On Discipline, Writing, & AI",_316__Joshua_Fields_Millburn___The_Minimalist_On_Discipline__Writing____AI.txt,The guest featured in this particular episode is Joshua Fields Milburn.,"The challenge from this episode is to practice letting go. Letting go involves stopping the clinging to things that get in the way of your happiness and peace. Instead of constantly pursuing happiness, try to recognize that happiness is already within you and focus on being present in the moment.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/316-Joshua-Fields-Millburn--The-Minimalist-On-Discipline--Writing---AI-e1usong
"#178: Dan Go – Creation, Intuition, & Thinking Big",_178__Dan_Go___Creation__Intuition____Thinking_Big.txt,The guest featured in this particular episode is Dan Go.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided does not mention a particular challenge. However, the general theme seems to be about pursuing the highest version of oneself, focusing on personal growth, and overcoming obstacles.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/178-Dan-Go--Creation--Intuition---Thinking-Big-e1io24a
#172: Cooper Turley – Building Online Communities With Crypto,_172__Cooper_Turley___Building_Online_Communities_With_Crypto.txt,"The guest featured in the episode discussing YouTube, crypto, NFTs, and DAOs is Cooper Turley.","There isn't a specific challenge mentioned in the provided context from this episode. The conversation revolves around Cooper Turley's expertise in YouTube, crypto, NFTs, and DAOs, and his personal story about taking life more seriously. The discussion also touches on the social capital associated with selling NFTs and the importance of understanding the underlying technology and culture in the crypto space.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/172-Cooper-Turley--Building-Online-Communities-With-Crypto-e1io1ua
#075: Paul Yacoubian – Building The Future Through Goggins Glasses,_075__Paul_Yacoubian___Building_The_Future_Through_Goggins_Glasses.txt,The guest featured in this particular episode is Paul Yacoubian.,"I'm sorry, but I cannot provide a specific challenge from this episode as there is not enough context or information about the episode's topic or structure. Please provide more details or context about the episode for me to give a relevant answer.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/075-Paul-Yacoubian--Building-The-Future-Through-Goggins-Glasses-e1io253
"#290: David Senra – 10,000 Hours With The Top 1%",_290__David_Senra___10_000_Hours_With_The_Top_1_.txt,"In this particular episode, the guest is David Senra, the creator of the Founders Podcast.","Based on the provided context, there isn't a specific challenge mentioned in this episode. The episode discusses various topics such as doing what you love, decision-making frameworks, the importance of connecting with yourself, and learning from successful entrepreneurs. However, a potential challenge could be to apply the lessons and insights shared in the episode to your own life, career, or entrepreneurial journey.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/290-David-Senra--10-000-Hours-With-The-Top-1-e1seqb1
#168: MINI – My New Meditation Streak (And How I Meditate),_168__MINI___My_New_Meditation_Streak__And_How_I_Meditate_.txt,There is no guest featured in this episode. It is a solo episode by Danny Miranda.,"The challenge from this episode is to establish a consistent meditation practice and use an accountability partner to help maintain the habit. The speaker shares their experience of meditating for 10 to 30 minutes daily, using a kitchen timer to avoid distractions from their phone, and doing it first thing in the morning to feel more centered and calm throughout the day. The accountability partner helps to keep them on track and motivated to continue the practice.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/168-MINI--My-New-Meditation-Streak-And-How-I-Meditate-e1io1sr
"#349: Lana Blakely – Forgiveness, Reflection, & Inner Peace",_349__Lana_Blakely___Forgiveness__Reflection____Inner_Peace.txt,"The guest featured in the episode discussing handling daily inconveniences, dealing with anxiety, and overcoming small obstacles in life is Lana Blakely.","Based on the provided context, there isn't a specific challenge mentioned in this episode. The conversation revolves around handling daily inconveniences, dealing with anxiety, and overcoming small obstacles in life.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/349-Lana-Blakely--Forgiveness--Reflection---Inner-Peace-e23b0av
#127: Eric Cressey – Inside The Mind of A World Class Performance Coach,_127__Eric_Cressey___Inside_The_Mind_of_A_World_Class_Performance_Coach.txt,The guest featured in the specific episode being referred to is Eric Cressey.,"Unfortunately, as an AI language model, I cannot provide information about specific episodes without proper context. Please provide more information about the episode or the context in which the challenge was mentioned, and I will do my best to help you.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/127-Eric-Cressey--Inside-The-Mind-of-A-World-Class-Performance-Coach-e1io22h
#338: Steezy Kane – Reprogram Your Mind,_338__Steezy_Kane___Reprogram_Your_Mind.txt,"The guest's name is not explicitly mentioned in the provided context. However, they go by the Instagram handle Steezy Kane (S-T-E-E-Z-Y-K-A-N-E).",The challenge from this episode is to spend time without your phone and have no stimulations. This encourages listeners to disconnect from technology and focus on self-reflection and being present in the moment.,https://podcasters.spotify.com/pod/show/dannymiranda/episodes/338-Steezy-Kane--Reprogram-Your-Mind-e21pemo
#139: Nir Eyal – Behavior Hacking & Homeschooling,_139__Nir_Eyal___Behavior_Hacking___Homeschooling.txt,The guest from the specific episode being discussed is Nir Eyal.,"I'm sorry, but I cannot provide a specific challenge from this episode as the context provided does not mention a particular episode or challenge. Please provide more information or context about the episode you are referring to, and I'll be happy to help.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/139-Nir-Eyal--Behavior-Hacking--Homeschooling-e1io23h
#162: 1 Year of Podcasting [mini],_162__1_Year_of_Podcasting__mini_.txt,There is no specific guest featured in this particular episode. It is a shortened mini version episode where Danny Miranda talks directly to the camera and shares a recap of his one-year podcasting journey.,"There isn't a specific challenge mentioned in this episode. However, you can take inspiration from Danny's consistency and commitment to his podcast and apply it to your own life or projects. Set a goal for yourself and commit to the process without focusing too much on the expectations of the outcome.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/162-1-Year-of-Podcasting-mini-e1io23p
#214: Bobby Hobert – The Journey Is The Destination,_214__Bobby_Hobert___The_Journey_Is_The_Destination.txt,"I cannot provide the name of the guest in this episode, as it is not mentioned in the provided context.","The challenge from this episode is overcoming self-doubt and limiting beliefs while pursuing a passion or career in podcasting. The speaker discusses dealing with internal demons, doubts about their podcast's success, and comparing themselves to others in the industry. The challenge is to stay focused, committed, and continue to grow and improve despite these doubts and setbacks.",https://podcasters.spotify.com/pod/show/dannymiranda/episodes/214-Bobby-Hobert--The-Journey-Is-The-Destination-e1io1u3
